Subject,Release,Acquisition,GMV,WBV,ICV,,,,Gender,GenderTag,Age,AgeTag,over 36,FFI data,Tau reject,SD reject,age_tau_sd reject,NEOFAC_N,NEOFAC_E,NEOFAC_O,NEOFAC_A,NEOFAC_C,NEO-FFI_Compl,NEORAW_01,NEORAW_02,NEORAW_03,NEORAW_04,NEORAW_05,NEORAW_06,NEORAW_07,NEORAW_08,NEORAW_09,NEORAW_10,NEORAW_11,NEORAW_12,NEORAW_13,NEORAW_14,NEORAW_15,NEORAW_16,NEORAW_17,NEORAW_18,NEORAW_19,NEORAW_20,NEORAW_21,NEORAW_22,NEORAW_23,NEORAW_24,NEORAW_25,NEORAW_26,NEORAW_27,NEORAW_28,NEORAW_29,NEORAW_30,NEORAW_31,NEORAW_32,NEORAW_33,NEORAW_34,NEORAW_35,NEORAW_36,NEORAW_37,NEORAW_38,NEORAW_39,NEORAW_40,NEORAW_41,NEORAW_42,NEORAW_43,NEORAW_44,NEORAW_45,NEORAW_46,NEORAW_47,NEORAW_48,NEORAW_49,NEORAW_50,NEORAW_51,NEORAW_52,NEORAW_53,NEORAW_54,NEORAW_55,NEORAW_56,NEORAW_57,NEORAW_58,NEORAW_59,NEORAW_60
220721,S900,Q07,0.773540805,1.247334981,1.41017803,,,,M,1,26-30,2,0,0,0,0,0,34,31,41,30,36,TRUE,D,SA,SD,SA,A,A,A,A,N,A,N,D,SA,D,D,D,N,SD,N,N,N,SA,D,A,A,A,N,A,N,D,D,N,SD,SA,SA,A,N,SD,N,A,A,N,A,A,N,D,N,SD,SA,A,N,A,SA,N,SD,SA,N,A,A,A
221218,S900,Q08,0.662828498,1.098109138,1.159854683,,,,F,2,26-30,2,0,0,0,0,0,25,37,28,34,43,TRUE,SD,N,N,SA,SA,N,A,SA,D,A,A,SD,A,D,D,A,SA,N,SA,SA,D,A,N,A,A,D,D,A,A,SD,D,A,D,A,SA,N,A,A,SD,SA,D,D,A,D,D,D,N,D,SA,SA,D,A,A,D,D,A,SD,A,D,SA
221319,Q2,Q03,0.646738197,1.116120388,1.222312779,,,,F,2,26-30,2,0,0,0,0,0,21,31,23,26,35,TRUE,N,N,N,A,A,D,A,A,N,A,N,D,N,D,N,D,A,N,A,A,N,N,N,A,A,D,A,N,A,D,A,A,N,A,A,N,SA,A,D,A,D,D,N,N,D,D,N,N,A,A,N,A,A,N,D,D,N,N,SD,A
223929,S900,Q09,0.966874781,1.653439156,1.882254041,,,,M,1,31-35,3,0,0,0,0,0,1,38,24,21,26,TRUE,SA,D,D,SA,D,SD,SA,SA,N,D,SD,SD,A,A,D,SA,SA,SD,D,A,SD,A,A,A,A,SD,D,SA,A,A,SA,SA,SA,A,N,SD,SA,SA,A,SA,SD,SD,SD,D,A,SA,A,D,A,A,SD,D,A,SA,SA,D,D,A,D,SA
224022,Q3,Q03,0.599872239,0.982386573,1.103591455,,,,F,2,26-30,2,0,0,0,0,0,15,29,30,31,38,TRUE,A,N,N,SA,SA,D,SA,SA,SD,A,D,A,A,A,A,A,A,SD,A,A,D,A,D,A,A,D,A,A,SA,D,A,A,D,SA,SA,SD,SA,A,D,A,D,D,A,D,D,D,D,N,SA,SA,D,A,A,A,D,A,A,A,A,SA
227432,S900,Q07,0.717551962,1.278813716,1.434350763,,,,M,1,31-35,3,0,0,0,0,0,13,30,32,37,39,TRUE,N,N,D,SA,A,SD,A,A,SD,SA,D,D,A,SD,SA,A,A,D,SA,SA,D,A,N,D,A,D,N,A,N,D,A,N,D,A,SA,D,A,D,SD,SA,D,A,D,A,D,A,A,D,SA,SA,D,N,SA,D,D,N,D,A,D,SA
227533,S1200,Q08,0.674273064,1.073763003,1.193003929,,,,F,2,31-35,3,0,0,0,0,0,6,40,29,39,43,TRUE,N,SA,D,SA,A,D,A,SA,SD,A,N,N,N,SD,N,SA,SA,D,A,SA,SD,SA,N,D,A,SD,D,SA,N,SD,A,N,D,SA,SA,SD,A,D,SD,SA,SD,SD,D,D,SD,SA,A,N,SA,SA,SD,SA,SA,D,SD,SD,SD,N,D,SA
228434,S900,Q08,0.673328913,1.04657208,1.195067098,,,,F,2,22-25,1,0,0,0,0,0,14,29,22,33,34,TRUE,A,D,N,SA,A,D,A,A,D,A,A,D,A,D,N,A,N,N,A,A,D,N,A,D,N,D,N,N,D,D,A,A,N,A,A,D,A,N,D,A,D,D,N,A,D,A,N,N,A,A,D,A,N,D,D,D,N,D,D,A
231928,S500,Q04,0.621574311,1.062067108,1.210093917,,,,F,2,26-30,2,0,0,0,0,0,25,26,27,29,22,TRUE,N,N,D,A,N,D,A,N,D,N,A,N,A,N,N,N,A,D,A,N,N,N,A,A,N,N,N,N,A,A,N,N,N,A,A,A,N,N,D,N,N,N,N,N,N,N,A,D,A,N,N,N,N,D,A,N,A,N,N,D
233326,S500,Q04,0.844291642,1.354860152,1.515706761,,,,M,1,31-35,3,0,0,0,0,0,19,34,22,31,40,TRUE,D,A,SA,SA,A,N,A,SA,D,D,D,N,D,D,SD,N,A,D,N,SA,D,A,A,N,A,SD,D,A,A,SD,D,N,D,A,SA,D,A,SD,D,SA,D,D,SD,N,D,N,A,N,SA,A,D,SA,A,D,D,N,N,N,D,SA
236130,S900,Q11,0.73565335,1.184363876,1.338145662,,,,F,2,26-30,2,0,0,0,0,0,20,26,24,28,45,TRUE,D,D,A,A,SA,N,D,A,SD,A,A,N,A,D,D,A,N,N,SD,SA,N,N,D,D,SA,D,N,D,N,D,N,N,D,A,SA,D,A,N,SD,SA,N,N,A,SA,SD,N,A,N,A,SA,D,A,N,D,SD,SD,D,D,SD,SA
237334,S900,Q11,0.681108543,1.083346622,1.238074985,,,,F,2,22-25,1,0,0,0,0,0,18,25,38,35,32,TRUE,A,N,D,SA,SA,N,A,A,A,D,D,A,SA,SD,N,A,SA,SD,SA,A,D,N,D,SD,A,D,N,A,A,A,A,D,N,A,A,A,A,D,D,SA,D,N,SA,A,N,N,D,SD,SA,A,D,N,A,D,D,A,N,SA,A,A
238033,S1200,Q09,0.826049398,1.322456475,1.527164219,,,,M,1,31-35,3,0,0,0,0,0,24,23,40,30,23,TRUE,N,D,D,A,D,A,A,A,N,A,N,N,SA,N,A,N,A,SD,A,A,N,N,SD,N,D,N,A,D,N,D,N,N,SD,A,A,D,N,D,N,D,N,A,SA,D,A,D,N,SD,A,A,N,A,SA,D,A,D,A,SA,N,N
239136,S1200,Q09,0.787116078,1.268280154,1.438323895,,,,F,2,26-30,2,0,0,0,0,0,15,34,36,36,44,TRUE,A,N,N,SA,SA,N,N,N,SD,A,N,N,SA,SD,D,N,SA,D,SA,SA,D,N,D,A,A,N,SD,A,N,D,D,N,SD,A,SA,SD,A,SA,SD,SA,SD,D,A,N,SD,A,SA,SD,SA,SA,SD,A,SA,SD,SD,D,D,SA,SD,SA
239944,Q3,Q03,0.728720236,1.164063232,1.325168837,,,,F,2,31-35,3,0,0,0,0,0,16,31,30,34,34,TRUE,D,D,D,SA,A,D,A,A,D,D,D,N,A,D,D,A,A,D,N,A,D,A,D,D,A,D,D,A,D,D,D,D,D,A,SA,D,A,A,D,A,D,D,A,D,D,A,A,D,A,A,D,A,N,D,N,D,D,N,D,A
245333,Q3,Q03,0.648892273,1.059780104,1.189053181,,,,F,2,31-35,3,0,0,0,0,0,16,31,24,40,36,TRUE,SD,N,D,SA,SA,N,A,A,SD,N,N,N,D,SD,D,A,A,SD,SA,A,D,N,A,N,A,SD,D,N,SD,N,A,N,D,SA,A,SD,N,D,SD,SA,N,D,SD,N,D,A,N,N,SA,A,D,SA,N,D,D,D,D,N,D,A
246133,Q3,Q03,0.677806529,1.063421172,1.164252784,,,,F,2,26-30,2,0,0,0,0,0,12,15,19,29,35,TRUE,A,D,SA,A,A,D,D,A,D,A,D,A,D,D,N,A,D,D,A,A,D,N,A,A,A,D,A,A,A,D,A,D,N,A,A,D,D,D,N,A,D,A,D,D,D,A,D,A,A,A,D,N,N,D,D,D,N,D,D,A
248238,S1200,Q13,0.643215993,1.031331757,1.184187256,,,,F,2,31-35,3,0,0,0,0,0,18,12,31,35,36,TRUE,D,SD,A,SA,A,D,A,A,SD,A,D,A,A,SD,D,N,A,SD,A,SA,D,D,D,A,A,D,A,N,A,D,N,SD,D,SA,A,D,SD,N,D,A,D,A,N,D,A,D,SD,D,SA,A,D,D,SA,D,D,D,A,A,D,SA
248339,S900,Q09,0.725557608,1.195600997,1.366972418,,,,M,1,26-30,2,0,0,0,0,0,19,14,28,20,31,TRUE,N,SD,N,A,N,N,N,SA,D,N,N,A,A,D,D,N,N,D,N,A,D,A,D,SA,A,N,SA,A,A,A,A,SD,D,N,N,D,SD,N,A,SA,N,A,N,A,SD,N,N,N,A,N,SD,N,N,A,D,N,A,A,SD,N
249947,Q1,Q01,0.669954133,1.067527092,1.217205821,,,,F,2,31-35,3,0,0,0,0,0,16,39,19,35,35,TRUE,D,A,D,SA,SA,D,SA,SA,SD,SD,D,D,D,D,A,A,SA,D,A,A,D,A,A,D,A,D,D,A,A,D,A,A,A,A,A,D,SA,D,SD,A,D,D,D,D,SD,SD,A,A,SA,SA,D,A,D,D,SD,SD,D,D,SD,A
250427,Q1,Q01,0.657375442,1.046024945,1.225910595,,,,F,2,31-35,3,0,0,0,0,0,15,40,27,40,30,TRUE,A,A,N,SA,D,D,SA,N,SD,N,A,D,A,SD,A,A,SA,SD,A,SA,D,N,A,SD,D,D,N,SA,D,N,SA,A,D,A,A,D,SA,SA,SD,SA,D,SD,D,D,D,N,SA,N,SA,A,N,SA,A,SD,D,D,D,N,SD,A
250932,S500,Q05,0.68727696,1.087139028,1.233125348,,,,F,2,31-35,3,0,0,0,0,0,22,22,16,27,33,TRUE,D,D,A,SA,A,N,N,A,D,A,A,A,N,A,D,A,N,N,A,SA,A,N,SA,D,N,A,D,D,A,A,N,D,D,N,A,D,N,A,A,A,D,A,SD,A,N,A,A,A,SA,N,N,A,A,D,D,SD,A,D,D,SA
251833,Q3,Q03,0.83107406,1.329567782,1.494002538,,,,M,1,31-35,3,0,0,0,0,0,12,35,25,30,31,TRUE,A,A,A,A,A,D,SA,SA,N,N,D,SD,N,N,D,A,A,D,A,A,D,A,A,N,N,D,D,N,N,N,A,N,D,A,N,D,A,SD,D,A,D,D,D,D,D,A,N,D,A,A,D,N,A,N,D,D,D,N,N,N
255639,Q1,Q01,0.640580334,1.034784372,1.198053715,,,,F,2,26-30,2,0,0,0,0,0,18,33,29,28,33,TRUE,SD,SD,D,A,SA,D,A,D,D,D,A,D,N,SD,A,A,A,SD,D,A,SD,D,A,A,A,D,D,D,D,SD,D,A,D,A,A,A,A,SD,SD,A,D,D,SD,A,A,A,A,D,A,A,SD,SA,SA,A,SD,SD,SD,D,D,A
255740,S1200,Q10,0.663620085,1.084417202,1.200169452,,,,F,2,26-30,2,0,0,0,0,0,34,29,24,31,37,TRUE,SD,N,A,SA,A,N,A,A,A,A,A,D,A,D,D,D,A,D,SA,SA,D,N,A,A,A,A,N,N,D,D,D,D,D,A,A,A,N,A,SD,A,A,D,A,A,D,N,A,D,SA,A,A,A,A,D,D,SA,N,SD,SD,A
256540,S500,Q05,0.661989201,1.052161726,1.169833115,,,,F,2,22-25,1,0,0,0,0,0,9,38,29,39,41,TRUE,A,N,N,SA,N,SD,SA,SA,SD,A,SD,D,SA,SD,N,A,SA,N,SA,SA,SD,N,D,D,SA,SD,N,N,A,D,N,A,SD,SA,SA,D,SA,A,SD,SA,SD,SD,A,D,SD,SD,A,N,SA,SA,SD,SA,SA,SD,D,SD,D,N,SD,SA
257542,S900,Q11,0.736930802,1.211723691,1.367520848,,,,F,2,26-30,2,0,0,0,0,0,6,38,29,41,46,TRUE,N,A,SA,SA,SA,D,A,SA,SD,SA,D,SA,A,D,N,SA,SA,SD,SA,SA,SD,SA,N,SD,SA,SD,D,SA,D,SD,A,N,D,SA,SA,SD,SA,A,SD,SA,SD,SD,A,N,SD,SA,A,D,SA,SA,SD,SA,SA,SD,SD,D,SD,N,D,SA
257845,S900,Q09,0.747975712,1.159026606,1.373503207,,,,M,1,26-30,2,0,0,0,0,0,9,41,32,38,41,TRUE,N,A,D,SA,A,SD,A,A,SD,SA,SD,SD,A,SD,N,A,A,SD,A,A,N,SA,N,A,A,SD,D,A,SD,SD,A,SA,SD,SA,SA,SD,SA,SA,SD,SA,SD,D,D,N,D,A,SA,SD,SA,SA,D,SA,SA,SD,D,D,N,A,SD,SA
257946,S1200,Q08,0.702785725,1.170540291,1.303395464,,,,F,2,26-30,2,0,0,0,0,0,20,31,28,27,38,TRUE,SA,N,SA,A,A,N,A,N,SD,SA,A,A,A,A,N,A,SA,D,SA,SA,N,A,D,A,A,A,N,D,SA,N,D,D,D,A,SA,D,SA,N,D,A,A,D,A,SA,N,A,A,N,SA,SA,D,N,A,D,D,SD,D,A,D,SA
263436,S900,Q10,0.721838103,1.21879484,1.382668194,,,,F,2,31-35,3,0,0,0,0,0,25,36,28,39,21,TRUE,SD,A,A,A,N,N,A,A,SD,D,A,N,SA,SD,SA,N,SA,D,A,A,N,A,A,D,D,D,D,A,N,A,SD,N,D,A,A,D,A,A,SD,A,N,D,A,SD,N,D,A,D,A,N,D,SA,A,SD,SA,SD,D,N,N,A
268749,S900,Q10,0.844274012,1.430088427,1.603158373,,,,M,1,26-30,2,0,0,0,0,0,2,37,28,21,39,TRUE,SA,A,SD,N,SA,SD,SA,SA,N,D,SD,SD,SA,A,SD,SA,A,D,A,D,D,A,A,A,SA,SD,A,D,A,N,SA,D,D,A,SA,D,SA,A,SA,SA,SD,SD,SD,SA,SD,SA,SA,D,A,SA,SD,SA,SA,A,D,SD,N,SA,SA,SA
268850,S500,Q05,0.731071698,1.240124125,1.361914366,,,,F,2,22-25,1,0,0,0,0,0,18,31,27,29,40,TRUE,N,N,D,A,SA,N,N,SA,D,A,N,D,A,SD,N,A,A,N,A,SA,N,N,D,N,A,SD,N,A,A,N,D,N,A,N,SA,N,A,A,D,SA,SD,D,A,D,SD,D,N,D,SA,SA,SD,SA,A,A,N,D,D,N,SD,SA
270332,S900,Q07,0.921016492,1.440716006,1.652691588,,,,M,1,31-35,3,0,0,0,0,0,8,35,34,30,35,TRUE,SA,A,N,SA,SA,D,A,A,D,A,N,D,SA,D,D,A,A,D,A,SA,D,A,N,N,A,SD,N,N,N,SA,A,A,N,SA,A,SD,A,SD,A,A,D,D,A,N,N,SA,A,SD,A,A,D,SA,SA,N,D,SD,N,A,D,SA
274542,S1200,Q13,0.692268703,1.136290459,1.300459528,,,,F,2,26-30,2,0,0,0,0,0,25,37,32,29,38,TRUE,SA,D,N,A,SA,A,SA,A,D,N,A,D,A,N,D,A,SA,N,A,SA,A,A,D,N,A,N,D,A,SA,N,A,A,D,SA,SA,SA,A,N,SD,A,N,SD,A,A,D,D,SA,SD,SA,A,D,SA,A,N,D,N,A,A,D,SA
275645,S900,Q10,0.674995928,1.054673563,1.216361518,,,,M,1,22-25,1,0,0,0,0,0,26,24,24,27,44,TRUE,D,A,SA,A,A,N,A,SA,N,A,A,A,SD,A,SD,D,A,SD,N,SA,D,N,SA,A,SA,A,SA,A,A,N,D,D,D,SA,SA,SD,N,N,A,SA,A,SA,SD,SA,SD,D,SA,SD,SA,SA,D,A,SA,SD,SD,D,N,SA,SA,SA
280739,Q3,Q04,0.657985,1.065599686,1.183743893,,,,F,2,31-35,3,0,0,0,0,0,17,26,25,30,38,TRUE,N,A,SA,SA,N,A,SA,SA,N,A,A,A,A,SD,D,A,SA,D,SA,SA,SD,D,D,N,A,SD,A,N,SA,SD,SA,N,N,A,A,A,A,A,SD,SA,D,N,N,D,D,SD,D,D,A,A,SD,N,A,A,D,SD,N,A,SD,A
280941,S900,Q11,0.726524938,1.194600104,1.35355616,,,,F,2,26-30,2,0,0,0,0,0,19,23,32,31,36,TRUE,SD,D,N,A,N,D,A,N,D,A,D,N,A,D,N,A,N,SD,A,A,D,N,D,N,A,N,N,A,N,D,SD,D,D,A,A,D,D,D,SD,SA,D,A,A,N,SD,A,N,N,A,A,D,A,A,N,D,D,D,D,D,A
281135,S1200,Q12,0.832145299,1.310220451,1.445846448,,,,M,1,26-30,2,0,0,0,0,0,11,30,21,31,39,TRUE,N,N,A,SA,A,A,A,SA,SD,SA,SD,A,SD,SD,D,A,SA,SD,SA,SA,SD,SA,N,A,N,D,D,A,D,D,A,D,D,A,A,D,N,N,A,SA,D,D,D,A,N,A,D,A,A,SA,SD,A,SA,D,D,SD,D,SD,SD,SA
283543,S900,Q09,0.766900647,1.20525712,1.374556066,,,,M,1,22-25,1,0,0,0,0,0,20,22,26,26,36,TRUE,D,N,A,A,SA,N,N,A,SD,N,A,A,N,D,D,A,A,SD,D,A,D,N,A,SA,A,D,D,D,N,N,D,D,D,A,A,N,D,D,A,SA,D,A,SD,A,D,A,N,SD,SA,N,D,N,A,D,SD,D,N,A,D,A
284646,Q3,Q03,0.72117767,1.217526469,1.351326396,,,,M,1,26-30,2,0,0,0,0,0,21,35,23,32,45,TRUE,SD,N,SA,SA,SA,N,N,SA,SD,SA,N,N,A,SD,N,N,SA,N,A,SA,SD,A,N,D,SA,SD,N,N,SA,D,N,A,A,SA,SA,SA,SA,N,SD,SA,SD,SD,N,A,SD,SD,N,D,A,SA,SD,A,A,N,SD,D,SD,A,SD,SA
285345,S500,Q07,0.662673631,1.109920118,1.244470376,,,,F,2,31-35,3,0,0,0,0,0,7,26,22,36,31,TRUE,SA,D,N,A,A,SD,D,A,SD,A,A,A,N,SD,N,A,A,N,SA,A,D,D,A,SD,D,SD,D,SD,D,D,A,N,D,A,N,D,A,D,D,SA,SD,N,D,A,SD,SA,A,D,A,A,SD,SA,N,SD,N,SD,N,N,SD,D
285446,S500,Q06,0.739351272,1.221838714,1.432304765,,,,M,1,31-35,3,0,0,0,0,0,10,39,19,35,38,TRUE,SA,A,D,SA,A,A,SA,SA,SD,A,D,D,A,SD,N,A,A,D,A,SA,D,A,A,D,D,SD,D,A,A,D,A,N,A,A,SA,D,SA,SA,SD,A,D,SD,D,A,SD,A,A,A,SA,SA,SD,SA,A,D,D,SD,D,SD,D,SA
286347,S1200,Q13,0.745291067,1.178528285,1.364424727,,,,F,2,26-30,2,0,0,0,0,0,27,28,35,43,25,TRUE,D,N,D,SA,A,A,SA,N,SD,D,D,D,N,SD,A,D,SA,SD,SA,SA,SD,A,N,SD,D,A,A,SA,D,SA,D,D,D,SA,SA,SD,A,A,SD,N,A,N,SA,D,A,D,D,D,SA,D,N,A,SA,SD,D,A,A,A,D,SA
286650,S900,Q09,0.833584854,1.385449605,1.579548642,,,,M,1,26-30,2,0,0,0,0,0,24,28,22,30,34,TRUE,D,A,N,A,A,N,A,SA,N,A,D,N,A,D,N,D,A,A,A,A,A,D,A,A,A,D,A,A,D,D,A,A,N,A,A,N,A,A,D,A,A,N,N,A,D,D,A,D,A,A,D,A,A,D,N,D,A,D,N,A
287248,MEG2,Q08,0.762154044,1.270536362,1.419892083,,,,F,2,26-30,2,0,0,0,0,0,10,37,28,38,31,TRUE,A,N,N,SA,A,N,A,A,D,A,D,D,N,D,D,SA,SA,D,A,A,D,A,D,D,N,SD,SD,SA,SD,A,A,N,D,A,A,D,A,A,SD,A,D,SD,N,N,A,A,N,D,A,A,D,SA,N,D,D,SD,D,N,A,A
289555,S500,Q06,0.57889389,0.940082364,1.065651778,,,,F,2,31-35,3,0,0,0,0,0,16,32,23,35,37,TRUE,N,N,N,SA,A,N,SA,SA,D,A,N,N,A,SD,N,A,SA,D,SA,SA,D,N,A,D,N,SD,N,D,SA,SD,SA,A,N,SA,SA,N,A,N,SD,A,N,N,N,A,D,SD,SA,D,SA,A,SD,N,A,A,N,SD,N,D,A,SA
290136,S500,Q06,0.751599026,1.217534883,1.411801671,,,,F,2,26-30,2,0,0,0,0,0,22,29,37,31,33,TRUE,D,D,D,A,A,D,SA,A,D,A,D,D,A,D,D,D,N,SD,A,A,N,N,D,N,A,N,A,A,N,N,N,A,D,A,A,D,A,SD,D,N,N,N,A,N,N,D,A,SD,A,A,D,A,A,D,D,D,N,A,D,A
293748,Q2,Q02,0.595976517,0.99457954,1.138264458,,,,F,2,31-35,3,0,0,0,0,0,12,34,30,30,35,TRUE,N,A,N,A,A,D,A,A,D,N,D,D,A,D,D,A,A,D,A,A,D,A,N,N,A,SD,N,SA,D,D,A,N,D,A,A,D,A,N,SD,A,D,D,N,N,D,N,A,D,A,A,D,A,A,A,D,SD,D,N,SD,A
295146,S900,Q07,0.667923778,1.102660395,1.223976945,,,,F,2,26-30,2,0,0,0,0,0,16,42,20,41,45,TRUE,N,SA,SA,A,SA,SD,SA,SA,N,A,SD,N,N,SD,SD,SD,SA,N,SA,A,SD,SA,SD,SD,SA,SD,SD,N,SD,SD,SD,SA,N,A,SA,N,SA,SA,SD,SA,SD,SD,SA,SD,SD,SD,N,N,SA,SA,SD,SA,N,D,D,SD,N,SD,N,SA
297655,S900,Q08,0.585132269,0.962746129,1.084827098,,,,F,2,31-35,3,0,0,0,0,0,17,37,25,41,39,TRUE,D,A,N,SA,A,D,A,A,SD,N,A,D,A,SD,SD,N,SA,N,SA,SA,SD,A,A,D,SA,D,N,SA,D,N,D,A,D,SA,SA,SD,SA,SD,SD,SA,D,SD,N,D,D,A,SA,A,SA,SA,D,A,N,SD,A,D,A,SD,SD,SA
298051,Q2,Q02,0.767252039,1.303506831,1.50932295,,,,F,2,31-35,3,0,0,0,0,0,13,36,28,37,42,TRUE,A,A,D,SA,A,D,A,A,D,SA,D,D,A,D,D,SD,A,D,A,SA,D,A,A,D,SA,SD,D,A,D,D,A,N,D,A,SA,D,A,A,SD,SA,D,SD,D,A,D,A,A,D,SA,A,SD,A,A,D,D,D,D,A,A,SA
298455,S500,Q06,0.770757481,1.229205381,1.394485063,,,,M,1,22-25,1,0,0,0,0,0,18,27,28,24,35,TRUE,D,N,A,A,A,D,N,A,D,A,D,N,A,N,D,N,N,D,D,A,N,N,D,A,A,D,N,N,A,N,D,A,N,A,N,D,A,N,N,A,D,D,A,N,D,A,N,D,A,A,D,N,N,N,D,D,N,A,D,SA
299154,S900,Q11,0.803621244,1.233573628,1.393348339,,,,M,1,22-25,1,0,0,0,0,0,9,37,22,30,35,TRUE,A,A,A,SA,A,D,A,A,D,A,D,D,A,D,D,A,SA,A,D,SA,D,A,A,D,A,SD,D,N,N,N,A,A,D,A,A,SD,A,SA,SD,A,D,D,N,N,A,A,A,D,A,A,SD,A,A,N,D,D,D,N,SD,SA
299760,S1200,Q09,0.724747965,1.175774977,1.365071541,,,,M,1,26-30,2,0,0,0,0,0,19,30,38,34,25,TRUE,N,A,D,A,A,D,A,N,N,SD,A,N,SA,D,D,A,A,SD,A,A,D,A,N,D,D,D,N,A,D,SA,A,D,D,A,A,D,A,N,SD,A,D,D,A,N,A,N,N,SD,A,N,N,A,SA,D,D,A,N,SA,N,A
300618,S900,Q04,0.790727301,1.288480595,1.422564228,,,,M,1,22-25,1,0,0,0,0,0,7,32,42,31,32,TRUE,SA,N,N,A,A,D,SA,N,SD,N,SD,N,SA,N,D,A,A,SD,N,SA,D,SA,N,N,N,SD,A,SA,D,N,A,A,SD,SA,A,SD,A,SD,N,A,D,SD,SA,A,N,A,D,SD,SA,A,SD,A,SA,N,N,D,N,SA,N,A
300719,S1200,Q13,0.784123973,1.251202341,1.429713333,,,,M,1,26-30,2,0,0,0,0,0,14,26,31,30,34,TRUE,SA,A,SA,SA,N,N,D,A,D,A,D,D,SA,N,SD,D,SA,SD,A,A,D,SA,SA,A,A,D,D,SA,D,A,SA,SD,D,A,A,SD,D,D,N,A,D,A,N,A,D,D,N,D,SA,A,D,A,SA,D,D,D,A,A,D,A
303119,S500,Q05,0.692735684,1.21386899,1.334872293,,,,F,2,26-30,2,0,0,0,0,0,14,32,28,27,33,TRUE,N,D,A,SA,A,D,A,SA,D,A,D,A,A,A,D,A,A,D,A,SA,D,A,D,N,D,SD,D,D,A,D,A,A,D,A,A,D,A,N,D,A,D,D,A,A,A,D,A,D,A,A,D,A,A,A,D,D,D,A,N,A
303624,S500,Q04,0.825678036,1.364695296,1.553261374,,,,M,1,31-35,3,0,0,0,0,0,3,42,35,36,44,TRUE,D,SA,A,SA,A,SD,SA,A,D,A,SD,D,SA,D,SD,SA,SA,D,D,SA,SD,A,A,D,SA,SD,D,SA,D,D,SA,A,SD,SA,SA,SD,SA,SD,SD,SA,SD,SD,N,N,SD,SA,SA,SD,SA,SA,SD,A,SA,SD,D,SD,D,A,D,SA
304020,Q1,Q02,0.823921942,1.360238911,1.527462468,,,,M,1,31-35,3,0,0,0,0,0,7,29,26,30,37,TRUE,SA,D,SD,SA,N,D,A,SA,SD,A,SD,A,A,D,D,SA,A,D,D,A,SD,A,N,N,A,D,A,D,A,D,SD,N,D,A,A,SD,N,A,D,A,D,D,N,D,N,SA,SA,D,A,SA,SD,SA,A,D,SD,SD,N,D,SD,SA
304727,S900,Q09,0.705659864,1.148784233,1.317193926,,,,F,2,31-35,3,0,0,0,0,0,5,33,24,39,40,TRUE,N,A,A,SA,A,SD,N,A,SD,SA,SD,N,D,SD,N,SA,A,SD,A,A,D,D,A,D,A,SD,N,A,N,SD,SA,N,N,SA,SA,SD,A,N,SD,A,SD,D,D,D,SD,A,SA,N,SA,A,SD,SA,SA,SD,D,D,SD,N,SD,SA
305830,S900,Q10,0.636658102,1.076481419,1.231685586,,,,F,2,22-25,1,0,0,0,0,0,16,19,28,30,30,TRUE,N,D,D,A,A,D,SA,N,SD,N,N,A,A,A,SD,A,N,SD,A,A,A,N,SA,A,N,SD,SA,A,A,A,A,N,D,SA,A,D,N,D,N,N,D,N,SD,N,A,N,D,D,A,N,N,D,A,D,SD,SD,A,D,A,A
307127,Q1,Q02,0.75927381,1.227189703,1.382888808,,,,F,2,31-35,3,0,0,0,0,0,25,21,29,27,24,TRUE,D,D,N,A,N,A,A,SA,N,D,A,A,A,D,N,A,N,D,A,A,D,A,D,A,D,D,A,A,A,A,N,N,N,A,A,N,D,A,D,A,A,N,A,A,D,N,N,D,SA,D,N,N,A,N,A,N,A,A,D,A
308129,S900,Q11,0.845555773,1.289927904,1.4500028,,,,M,1,22-25,1,0,0,0,0,0,15,28,26,31,27,TRUE,A,N,D,A,N,N,A,A,SD,A,SD,SD,D,A,A,A,A,SD,N,A,N,A,A,N,N,SD,N,N,A,N,D,D,N,A,N,D,A,D,SD,A,D,D,SD,D,A,N,D,SD,SA,A,D,D,A,SD,N,D,N,N,SD,A
308331,S500,Q04,0.777654792,1.266170469,1.423419866,,,,M,1,26-30,2,0,0,0,0,0,3,44,21,35,43,TRUE,SA,A,N,SA,SA,D,SA,SA,SD,SA,SD,SD,N,SD,D,SA,A,SD,SA,A,D,SA,SA,D,SA,SD,SD,A,SA,SD,SA,SA,A,SA,SA,SD,A,SA,SD,SA,SD,SD,N,SA,A,SA,A,N,SA,SA,SD,SA,A,N,SD,D,SD,N,N,SA
309636,S900,Q09,0.74496604,1.226077402,1.344410234,,,,F,2,26-30,2,0,0,0,0,0,25,36,24,40,45,TRUE,D,N,SA,SA,A,D,A,SA,SD,A,A,SD,A,SD,SD,N,SA,D,A,SA,N,SA,N,N,A,N,A,SA,D,SD,D,N,N,SA,SA,N,A,A,SD,SA,D,D,N,N,SD,N,SA,D,SA,SA,N,SA,SA,SD,SD,N,N,SD,N,SA
310621,S500,Q06,0.758886948,1.185636859,1.329998057,,,,F,2,31-35,3,0,0,0,0,0,8,34,37,35,39,TRUE,D,N,D,SA,SA,D,D,A,SD,A,N,A,SA,D,D,SA,SA,SD,N,A,SD,SA,D,N,A,D,A,D,D,A,A,N,SD,A,SA,SD,A,SD,D,A,SD,SD,N,A,D,SA,SA,SD,SA,SA,SD,SA,SA,D,SD,SD,SD,A,A,SA
